pr_number,pr_author_login,reviewer_login,review_state,review_submitted_at,pr_merged,pr_merged_at,pr_created_at
48466,thmsobrmlr,sampennington,APPROVED,2026-02-24T09:13:40Z,True,2026-02-24T09:14:20Z,2026-02-19T15:40:41Z
48778,orian,lmenezes,APPROVED,2026-02-24T08:53:03Z,True,2026-02-24T08:53:06Z,2026-02-23T16:33:50Z
48829,webjunkie,copilot-pull-request-reviewer,COMMENTED,2026-02-24T08:04:54Z,True,2026-02-24T08:47:45Z,2026-02-23T21:17:59Z
48829,webjunkie,pauldambra,APPROVED,2026-02-24T08:28:30Z,True,2026-02-24T08:47:45Z,2026-02-23T21:17:59Z
48409,yasen-posthog,greptile-apps,COMMENTED,2026-02-19T08:16:37Z,True,2026-02-24T08:28:56Z,2026-02-19T08:12:58Z
48409,yasen-posthog,adamleithp,APPROVED,2026-02-19T08:33:14Z,True,2026-02-24T08:28:56Z,2026-02-19T08:12:58Z
48409,yasen-posthog,TueHaulund,APPROVED,2026-02-19T18:49:14Z,True,2026-02-24T08:28:56Z,2026-02-19T08:12:58Z
48672,sampennington,gesh,APPROVED,2026-02-23T10:42:06Z,True,2026-02-24T08:07:25Z,2026-02-21T21:22:23Z
48671,sampennington,greptile-apps,COMMENTED,2026-02-23T09:20:40Z,True,2026-02-24T07:52:06Z,2026-02-21T21:22:21Z
48671,sampennington,graphite-app,COMMENTED,2026-02-23T09:21:24Z,True,2026-02-24T07:52:06Z,2026-02-21T21:22:21Z
48671,sampennington,thmsobrmlr,APPROVED,2026-02-23T20:15:35Z,True,2026-02-24T07:52:06Z,2026-02-21T21:22:21Z
48671,sampennington,graphite-app,COMMENTED,2026-02-23T21:10:08Z,True,2026-02-24T07:52:06Z,2026-02-21T21:22:21Z
48586,yasen-posthog,ReeceJones,APPROVED,2026-02-20T14:15:47Z,True,2026-02-24T07:59:08Z,2026-02-20T12:56:19Z
48586,yasen-posthog,a-lider,APPROVED,2026-02-20T15:13:16Z,True,2026-02-24T07:59:08Z,2026-02-20T12:56:19Z
48784,andehen,mp-hog,APPROVED,2026-02-23T20:36:20Z,True,2026-02-24T07:55:24Z,2026-02-23T17:07:35Z
46562,andrewm4894,graphite-app,COMMENTED,2026-02-02T17:53:46Z,False,,2026-02-02T16:27:51Z
46562,andrewm4894,chatgpt-codex-connector,COMMENTED,2026-02-02T17:53:46Z,False,,2026-02-02T16:27:51Z
46562,andrewm4894,greptile-apps,COMMENTED,2026-02-02T17:54:38Z,False,,2026-02-02T16:27:51Z
46562,andrewm4894,andrewm4894,COMMENTED,2026-02-02T20:15:44Z,False,,2026-02-02T16:27:51Z
46562,andrewm4894,andrewm4894,COMMENTED,2026-02-02T20:15:48Z,False,,2026-02-02T16:27:51Z
46562,andrewm4894,andrewm4894,COMMENTED,2026-02-02T20:15:53Z,False,,2026-02-02T16:27:51Z
46562,andrewm4894,andrewm4894,COMMENTED,2026-02-02T20:15:59Z,False,,2026-02-02T16:27:51Z
46562,andrewm4894,andrewm4894,COMMENTED,2026-02-02T20:16:03Z,False,,2026-02-02T16:27:51Z
46564,andrewm4894,greptile-apps,COMMENTED,2026-02-02T17:53:08Z,False,,2026-02-02T16:58:09Z
46564,andrewm4894,chatgpt-codex-connector,COMMENTED,2026-02-02T17:53:59Z,False,,2026-02-02T16:58:09Z
46564,andrewm4894,andrewm4894,COMMENTED,2026-02-02T20:29:23Z,False,,2026-02-02T16:58:09Z
46564,andrewm4894,andrewm4894,COMMENTED,2026-02-02T20:29:27Z,False,,2026-02-02T16:58:09Z
46564,andrewm4894,andrewm4894,COMMENTED,2026-02-02T20:29:30Z,False,,2026-02-02T16:58:09Z
46590,andrewjmcgehee,sakce,APPROVED,2026-02-02T21:25:53Z,False,,2026-02-02T21:23:53Z
46590,andrewjmcgehee,Gilbert09,APPROVED,2026-02-12T17:45:30Z,False,,2026-02-02T21:23:53Z
46659,robbie-c,robbie-c,COMMENTED,2026-02-04T15:34:07Z,False,,2026-02-03T10:33:02Z
46659,robbie-c,copilot-pull-request-reviewer,COMMENTED,2026-02-05T17:26:27Z,False,,2026-02-03T10:33:02Z
46659,robbie-c,vdekrijger,APPROVED,2026-02-06T08:40:17Z,False,,2026-02-03T10:33:02Z
46673,sakce,greptile-apps,COMMENTED,2026-02-03T12:53:17Z,False,,2026-02-03T12:48:08Z
46673,sakce,yasen-posthog,DISMISSED,2026-02-03T13:19:52Z,False,,2026-02-03T12:48:08Z
46673,sakce,sakce,COMMENTED,2026-02-03T13:35:01Z,False,,2026-02-03T12:48:08Z
46685,meikelmosby,graphite-app,COMMENTED,2026-02-03T13:58:06Z,False,,2026-02-03T13:53:01Z
46685,meikelmosby,greptile-apps,COMMENTED,2026-02-03T13:58:28Z,False,,2026-02-03T13:53:01Z
46685,meikelmosby,meikelmosby,COMMENTED,2026-02-03T14:02:04Z,False,,2026-02-03T13:53:01Z
46685,meikelmosby,graphite-app,COMMENTED,2026-02-03T14:26:56Z,False,,2026-02-03T13:53:01Z
46685,meikelmosby,oliverb123,APPROVED,2026-02-09T09:06:14Z,False,,2026-02-03T13:53:01Z
46863,mendral-app,greptile-apps,COMMENTED,2026-02-04T16:48:04Z,False,,2026-02-04T16:45:26Z
46863,mendral-app,mendral-app,COMMENTED,2026-02-04T17:08:14Z,False,,2026-02-04T16:45:26Z
47214,ragini-pandey,greptile-apps,COMMENTED,2026-02-07T12:33:14Z,False,,2026-02-07T12:31:52Z
47214,ragini-pandey,copilot-pull-request-reviewer,COMMENTED,2026-02-07T12:37:27Z,False,,2026-02-07T12:31:52Z
47214,ragini-pandey,copilot-pull-request-reviewer,COMMENTED,2026-02-16T09:25:26Z,False,,2026-02-07T12:31:52Z
47234,fercgomes,greptile-apps,COMMENTED,2026-02-08T01:16:35Z,False,,2026-02-08T01:12:29Z
47234,fercgomes,rafaeelaudibert,CHANGES_REQUESTED,2026-02-10T03:42:34Z,False,,2026-02-08T01:12:29Z
47314,harihran-del,greptile-apps,COMMENTED,2026-02-09T13:43:51Z,False,,2026-02-09T13:41:02Z
47860,meikelmosby,greptile-apps,COMMENTED,2026-02-13T11:54:37Z,False,,2026-02-13T11:06:39Z
47985,andrewjmcgehee,greptile-apps,COMMENTED,2026-02-15T21:57:46Z,False,,2026-02-14T06:54:25Z
47985,andrewjmcgehee,graphite-app,COMMENTED,2026-02-15T22:00:49Z,False,,2026-02-14T06:54:25Z
47985,andrewjmcgehee,sakce,APPROVED,2026-02-15T22:00:58Z,False,,2026-02-14T06:54:25Z
47985,andrewjmcgehee,Gilbert09,APPROVED,2026-02-16T11:45:51Z,False,,2026-02-14T06:54:25Z
48011,andrewjmcgehee,greptile-apps,COMMENTED,2026-02-15T21:46:49Z,False,,2026-02-15T21:42:12Z
48011,andrewjmcgehee,sakce,APPROVED,2026-02-15T21:59:29Z,False,,2026-02-15T21:42:12Z
48011,andrewjmcgehee,Gilbert09,APPROVED,2026-02-16T11:45:33Z,False,,2026-02-15T21:42:12Z
48078,pauldambra,copilot-pull-request-reviewer,COMMENTED,2026-02-16T15:09:48Z,False,,2026-02-16T15:03:45Z
48078,pauldambra,thmsobrmlr,APPROVED,2026-02-16T16:16:13Z,False,,2026-02-16T15:03:45Z
48101,ksvat,greptile-apps,COMMENTED,2026-02-16T18:43:28Z,False,,2026-02-16T17:54:01Z
48101,ksvat,thmsobrmlr,COMMENTED,2026-02-16T18:44:39Z,False,,2026-02-16T17:54:01Z
48101,ksvat,thmsobrmlr,COMMENTED,2026-02-16T18:45:34Z,False,,2026-02-16T17:54:01Z
48101,ksvat,thmsobrmlr,COMMENTED,2026-02-16T18:47:05Z,False,,2026-02-16T17:54:01Z
48867,TueHaulund,ablaszkiewicz,APPROVED,2026-02-24T07:35:01Z,True,2026-02-24T07:38:31Z,2026-02-24T07:05:44Z
48190,mp-hog,andehen,APPROVED,2026-02-20T14:12:18Z,True,2026-02-24T07:22:06Z,2026-02-17T15:40:22Z
48866,Piccirello,greptile-apps,COMMENTED,2026-02-24T06:27:54Z,True,2026-02-24T07:01:51Z,2026-02-24T06:25:05Z
48866,Piccirello,TueHaulund,APPROVED,2026-02-24T06:44:00Z,True,2026-02-24T07:01:51Z,2026-02-24T06:25:05Z
48177,mp-hog,greptile-apps,COMMENTED,2026-02-17T13:25:46Z,True,2026-02-24T06:53:03Z,2026-02-17T12:54:39Z
48177,mp-hog,jurajmajerik,APPROVED,2026-02-23T09:13:28Z,True,2026-02-24T06:53:03Z,2026-02-17T12:54:39Z
48631,adboio,lucasheriques,APPROVED,2026-02-24T04:45:09Z,True,2026-02-24T05:11:09Z,2026-02-20T19:49:21Z
48855,adboio,Piccirello,APPROVED,2026-02-24T04:52:27Z,True,2026-02-24T05:10:22Z,2026-02-24T02:34:29Z
48856,adboio,greptile-apps,COMMENTED,2026-02-24T02:43:39Z,True,2026-02-24T05:09:31Z,2026-02-24T02:40:32Z
48856,adboio,Piccirello,APPROVED,2026-02-24T04:53:09Z,True,2026-02-24T05:09:31Z,2026-02-24T02:40:32Z
48859,lricoy,lricoy,COMMENTED,2026-02-24T03:21:55Z,False,,2026-02-24T03:21:14Z
46598,dustinbyrne,greptile-apps,COMMENTED,2026-02-02T22:07:23Z,False,,2026-02-02T22:03:54Z
46598,dustinbyrne,dustinbyrne,COMMENTED,2026-02-02T22:08:49Z,False,,2026-02-02T22:03:54Z
46598,dustinbyrne,haacked,COMMENTED,2026-02-24T03:50:29Z,False,,2026-02-02T22:03:54Z
48852,lricoy,chatgpt-codex-connector,COMMENTED,2026-02-24T00:28:41Z,True,2026-02-24T02:35:06Z,2026-02-24T00:26:08Z
48852,lricoy,lricoy,COMMENTED,2026-02-24T02:38:28Z,True,2026-02-24T02:35:06Z,2026-02-24T00:26:08Z
48854,haacked,copilot-pull-request-reviewer,COMMENTED,2026-02-24T01:50:26Z,True,2026-02-24T02:25:16Z,2026-02-24T01:46:05Z
48854,haacked,matheus-vb,APPROVED,2026-02-24T01:52:58Z,True,2026-02-24T02:25:16Z,2026-02-24T01:46:05Z
48854,haacked,rafaeelaudibert,APPROVED,2026-02-24T02:07:08Z,True,2026-02-24T02:25:16Z,2026-02-24T01:46:05Z
48362,rafaeelaudibert,webjunkie,APPROVED,2026-02-18T20:34:51Z,True,2026-02-24T01:55:12Z,2026-02-18T19:55:54Z
48362,rafaeelaudibert,github-advanced-security,COMMENTED,2026-02-19T04:17:57Z,True,2026-02-24T01:55:12Z,2026-02-18T19:55:54Z
48362,rafaeelaudibert,copilot-pull-request-reviewer,COMMENTED,2026-02-20T08:05:41Z,True,2026-02-24T01:55:12Z,2026-02-18T19:55:54Z
48362,rafaeelaudibert,chatgpt-codex-connector,COMMENTED,2026-02-20T08:10:31Z,True,2026-02-24T01:55:12Z,2026-02-18T19:55:54Z
48362,rafaeelaudibert,lricoy,APPROVED,2026-02-20T12:19:59Z,True,2026-02-24T01:55:12Z,2026-02-18T19:55:54Z
48742,jose-sequeira,eli-r-ph,APPROVED,2026-02-24T01:30:28Z,False,,2026-02-23T13:42:08Z
48502,rafaeelaudibert,fercgomes,APPROVED,2026-02-24T01:14:10Z,True,2026-02-24T01:15:01Z,2026-02-19T18:33:40Z
48776,rafaeelaudibert,greptile-apps,COMMENTED,2026-02-23T16:24:34Z,True,2026-02-24T01:09:03Z,2026-02-23T16:22:26Z
48776,rafaeelaudibert,fercgomes,COMMENTED,2026-02-24T01:07:21Z,True,2026-02-24T01:09:03Z,2026-02-23T16:22:26Z
48776,rafaeelaudibert,fercgomes,APPROVED,2026-02-24T01:08:19Z,True,2026-02-24T01:09:03Z,2026-02-23T16:22:26Z
48594,rafaeelaudibert,fercgomes,APPROVED,2026-02-24T00:53:50Z,True,2026-02-24T00:54:31Z,2026-02-20T13:32:24Z
45924,jordanm-posthog,greptile-apps,COMMENTED,2026-01-26T21:11:35Z,True,2026-02-24T00:24:45Z,2026-01-26T15:30:57Z
45924,jordanm-posthog,lricoy,APPROVED,2026-02-04T18:29:07Z,True,2026-02-24T00:24:45Z,2026-01-26T15:30:57Z
48851,jordanm-posthog,greptile-apps,COMMENTED,2026-02-24T00:03:27Z,False,,2026-02-24T00:01:24Z
48774,rafaeelaudibert,greptile-apps,COMMENTED,2026-02-23T16:19:36Z,False,,2026-02-23T16:15:30Z
45947,rafaeelaudibert,graphite-app,COMMENTED,2026-01-28T14:37:33Z,False,,2026-01-26T20:55:34Z
45947,rafaeelaudibert,graphite-app,COMMENTED,2026-01-28T14:46:46Z,False,,2026-01-26T20:55:34Z
45947,rafaeelaudibert,graphite-app,COMMENTED,2026-01-28T14:56:56Z,False,,2026-01-26T20:55:34Z
45947,rafaeelaudibert,rafaeelaudibert,COMMENTED,2026-02-24T00:04:18Z,False,,2026-01-26T20:55:34Z
47838,andrewjmcgehee,sakce,APPROVED,2026-02-13T12:32:43Z,True,2026-02-23T23:52:56Z,2026-02-13T04:28:56Z
47838,andrewjmcgehee,Gilbert09,APPROVED,2026-02-16T11:46:19Z,True,2026-02-23T23:52:56Z,2026-02-13T04:28:56Z
48820,adboio,greptile-apps,COMMENTED,2026-02-23T22:41:29Z,False,,2026-02-23T20:21:59Z
48820,adboio,graphite-app,COMMENTED,2026-02-23T23:17:10Z,False,,2026-02-23T20:21:59Z
48820,adboio,adboio,COMMENTED,2026-02-23T23:20:17Z,False,,2026-02-23T20:21:59Z
48387,rafaeelaudibert,greptile-apps,COMMENTED,2026-02-18T22:32:13Z,False,,2026-02-18T22:29:57Z
48387,rafaeelaudibert,fercgomes,APPROVED,2026-02-19T16:59:55Z,False,,2026-02-18T22:29:57Z
48386,rafaeelaudibert,greptile-apps,COMMENTED,2026-02-18T22:33:43Z,False,,2026-02-18T22:29:54Z
48386,rafaeelaudibert,fercgomes,CHANGES_REQUESTED,2026-02-19T17:22:12Z,False,,2026-02-18T22:29:54Z
48386,rafaeelaudibert,fercgomes,APPROVED,2026-02-19T20:13:46Z,False,,2026-02-18T22:29:54Z
48386,rafaeelaudibert,lricoy,APPROVED,2026-02-20T15:17:58Z,False,,2026-02-18T22:29:54Z
48128,adboio,greptile-apps,COMMENTED,2026-02-17T01:49:02Z,True,2026-02-23T23:41:01Z,2026-02-17T01:26:19Z
48128,adboio,lucasheriques,APPROVED,2026-02-21T04:10:41Z,True,2026-02-23T23:41:01Z,2026-02-17T01:26:19Z
48805,adboio,greptile-apps,COMMENTED,2026-02-23T18:31:23Z,False,,2026-02-23T18:25:38Z
48812,adboio,graphite-app,COMMENTED,2026-02-23T19:50:47Z,False,,2026-02-23T19:30:52Z
48385,rafaeelaudibert,greptile-apps,COMMENTED,2026-02-18T22:32:12Z,True,2026-02-23T23:35:56Z,2026-02-18T22:29:49Z
48385,rafaeelaudibert,fercgomes,APPROVED,2026-02-19T17:06:12Z,True,2026-02-23T23:35:56Z,2026-02-18T22:29:49Z
48506,andyzzhao,greptile-apps,COMMENTED,2026-02-19T19:14:16Z,True,2026-02-23T23:33:45Z,2026-02-19T19:11:31Z
48506,andyzzhao,vdekrijger,APPROVED,2026-02-19T20:05:32Z,True,2026-02-23T23:33:45Z,2026-02-19T19:11:31Z
48847,andrewjmcgehee,andrewm4894,APPROVED,2026-02-23T23:28:34Z,True,2026-02-23T23:33:31Z,2026-02-23T23:25:15Z
44701,haacked,copilot-pull-request-reviewer,COMMENTED,2026-01-10T01:36:03Z,False,,2026-01-10T01:25:51Z
44701,haacked,haacked,COMMENTED,2026-01-18T03:15:53Z,False,,2026-01-10T01:25:51Z
44701,haacked,greptile-apps,COMMENTED,2026-01-31T01:33:36Z,False,,2026-01-10T01:25:51Z
44701,haacked,copilot-pull-request-reviewer,COMMENTED,2026-02-06T17:41:53Z,False,,2026-01-10T01:25:51Z
44701,haacked,copilot-pull-request-reviewer,COMMENTED,2026-02-06T18:09:38Z,False,,2026-01-10T01:25:51Z
44701,haacked,dmarticus,APPROVED,2026-02-06T18:31:44Z,False,,2026-01-10T01:25:51Z
44701,haacked,dmarticus,COMMENTED,2026-02-06T18:45:14Z,False,,2026-01-10T01:25:51Z
44701,haacked,haacked,COMMENTED,2026-02-06T18:48:59Z,False,,2026-01-10T01:25:51Z
44701,haacked,copilot-pull-request-reviewer,COMMENTED,2026-02-23T00:06:03Z,False,,2026-01-10T01:25:51Z
44701,haacked,graphite-app,COMMENTED,2026-02-23T00:21:37Z,False,,2026-01-10T01:25:51Z
44701,haacked,graphite-app,COMMENTED,2026-02-23T22:54:11Z,False,,2026-01-10T01:25:51Z
48836,rafaeelaudibert,github-advanced-security,COMMENTED,2026-02-23T22:23:48Z,True,2026-02-23T23:13:15Z,2026-02-23T22:20:36Z
48836,rafaeelaudibert,andrewm4894,APPROVED,2026-02-23T23:12:35Z,True,2026-02-23T23:13:15Z,2026-02-23T22:20:36Z
48278,andrewm4894,greptile-apps,COMMENTED,2026-02-18T10:16:15Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,chatgpt-codex-connector,COMMENTED,2026-02-18T10:19:21Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,graphite-app,COMMENTED,2026-02-18T15:09:34Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-18T15:43:48Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-18T15:43:50Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-18T15:43:52Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-18T15:43:54Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-18T15:43:56Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-18T15:43:59Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-18T15:44:00Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,graphite-app,COMMENTED,2026-02-20T10:51:19Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-20T11:00:17Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,Radu-Raicea,COMMENTED,2026-02-23T19:14:32Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,Radu-Raicea,COMMENTED,2026-02-23T19:14:55Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,Radu-Raicea,COMMENTED,2026-02-23T19:15:46Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,Radu-Raicea,APPROVED,2026-02-23T19:16:59Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,graphite-app,COMMENTED,2026-02-23T19:19:17Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-23T22:28:30Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-23T22:28:32Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-23T22:28:33Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48278,andrewm4894,andrewm4894,COMMENTED,2026-02-23T22:29:43Z,True,2026-02-23T23:11:45Z,2026-02-18T09:56:44Z
48845,andrewjmcgehee,sakce,APPROVED,2026-02-23T22:57:18Z,False,,2026-02-23T22:53:43Z
48125,adboio,greptile-apps,COMMENTED,2026-02-17T01:46:56Z,True,2026-02-23T22:52:45Z,2026-02-17T01:01:01Z
48125,adboio,graphite-app,COMMENTED,2026-02-17T04:34:22Z,True,2026-02-23T22:52:45Z,2026-02-17T01:01:01Z
48125,adboio,adboio,COMMENTED,2026-02-17T06:43:41Z,True,2026-02-23T22:52:45Z,2026-02-17T01:01:01Z
48125,adboio,adboio,COMMENTED,2026-02-17T06:44:18Z,True,2026-02-23T22:52:45Z,2026-02-17T01:01:01Z
48125,adboio,adboio,COMMENTED,2026-02-18T16:33:57Z,True,2026-02-23T22:52:45Z,2026-02-17T01:01:01Z
48125,adboio,adboio,COMMENTED,2026-02-18T16:34:54Z,True,2026-02-23T22:52:45Z,2026-02-17T01:01:01Z
48125,adboio,lucasheriques,APPROVED,2026-02-21T04:10:27Z,True,2026-02-23T22:52:45Z,2026-02-17T01:01:01Z
48652,adboio,lucasheriques,APPROVED,2026-02-21T01:30:09Z,True,2026-02-21T06:27:45Z,2026-02-21T00:51:37Z
48632,adboio,greptile-apps,COMMENTED,2026-02-20T19:59:17Z,True,2026-02-21T00:56:21Z,2026-02-20T19:54:48Z
48632,adboio,veryayskiy,APPROVED,2026-02-20T20:00:55Z,True,2026-02-21T00:56:21Z,2026-02-20T19:54:48Z
48632,adboio,adboio,COMMENTED,2026-02-20T20:02:08Z,True,2026-02-21T00:56:21Z,2026-02-20T19:54:48Z
48632,adboio,ReeceJones,APPROVED,2026-02-20T21:03:49Z,True,2026-02-21T00:56:21Z,2026-02-20T19:54:48Z
48837,adboio,greptile-apps,COMMENTED,2026-02-23T22:35:56Z,True,2026-02-23T22:48:10Z,2026-02-23T22:33:21Z
48837,adboio,adamleithp,APPROVED,2026-02-23T22:38:59Z,True,2026-02-23T22:48:10Z,2026-02-23T22:33:21Z
48124,adboio,graphite-app,COMMENTED,2026-02-17T01:43:37Z,True,2026-02-23T22:36:59Z,2026-02-17T01:01:00Z
48124,adboio,greptile-apps,COMMENTED,2026-02-17T01:43:43Z,True,2026-02-23T22:36:59Z,2026-02-17T01:01:00Z
48124,adboio,adboio,COMMENTED,2026-02-17T01:59:23Z,True,2026-02-23T22:36:59Z,2026-02-17T01:01:00Z
48124,adboio,graphite-app,COMMENTED,2026-02-17T02:19:05Z,True,2026-02-23T22:36:59Z,2026-02-17T01:01:00Z
48124,adboio,adboio,COMMENTED,2026-02-17T06:21:55Z,True,2026-02-23T22:36:59Z,2026-02-17T01:01:00Z
48124,adboio,lucasheriques,APPROVED,2026-02-21T04:08:28Z,True,2026-02-23T22:36:59Z,2026-02-17T01:01:00Z
48120,fercgomes,greptile-apps,COMMENTED,2026-02-17T00:58:55Z,False,,2026-02-17T00:41:44Z
48120,fercgomes,graphite-app,COMMENTED,2026-02-17T12:13:11Z,False,,2026-02-17T00:41:44Z
48120,fercgomes,graphite-app,COMMENTED,2026-02-17T12:17:53Z,False,,2026-02-17T00:41:44Z
48120,fercgomes,graphite-app,COMMENTED,2026-02-17T12:23:57Z,False,,2026-02-17T00:41:44Z
48120,fercgomes,rafaeelaudibert,CHANGES_REQUESTED,2026-02-19T03:51:04Z,False,,2026-02-17T00:41:44Z
48120,fercgomes,fercgomes,COMMENTED,2026-02-23T13:48:59Z,False,,2026-02-17T00:41:44Z
48120,fercgomes,fercgomes,COMMENTED,2026-02-23T13:49:30Z,False,,2026-02-17T00:41:44Z
48120,fercgomes,graphite-app,COMMENTED,2026-02-23T14:23:15Z,False,,2026-02-17T00:41:44Z
48120,fercgomes,Piccirello,COMMENTED,2026-02-23T22:36:35Z,False,,2026-02-17T00:41:44Z
48650,MattBro,greptile-apps,COMMENTED,2026-02-21T00:00:08Z,True,2026-02-23T22:10:23Z,2026-02-20T23:57:14Z
48650,MattBro,rafaeelaudibert,APPROVED,2026-02-23T22:03:42Z,True,2026-02-23T22:10:23Z,2026-02-20T23:57:14Z
48809,daniloc,gewenyu99,APPROVED,2026-02-23T18:58:58Z,True,2026-02-23T21:53:47Z,2026-02-23T18:56:06Z
48809,daniloc,rafaeelaudibert,APPROVED,2026-02-23T18:59:01Z,True,2026-02-23T21:53:47Z,2026-02-23T18:56:06Z
48810,eli-r-ph,greptile-apps,COMMENTED,2026-02-23T19:08:58Z,True,2026-02-23T21:44:30Z,2026-02-23T19:06:31Z
48810,eli-r-ph,webjunkie,APPROVED,2026-02-23T21:08:27Z,True,2026-02-23T21:44:30Z,2026-02-23T19:06:31Z
48827,jordanm-posthog,greptile-apps,COMMENTED,2026-02-23T21:09:31Z,False,,2026-02-23T21:05:58Z
47676,ksvat,greptile-apps,COMMENTED,2026-02-12T07:02:49Z,False,,2026-02-12T05:59:54Z
48609,ReeceJones,a-lider,APPROVED,2026-02-23T11:27:58Z,True,2026-02-23T21:16:47Z,2026-02-20T15:20:38Z
48263,raquelmsmith,greptile-apps,COMMENTED,2026-02-18T05:23:04Z,False,,2026-02-18T05:14:20Z
48263,raquelmsmith,raquelmsmith,COMMENTED,2026-02-20T22:10:03Z,False,,2026-02-18T05:14:20Z
48263,raquelmsmith,andyzzhao,COMMENTED,2026-02-20T23:30:53Z,False,,2026-02-18T05:14:20Z
48263,raquelmsmith,raquelmsmith,COMMENTED,2026-02-21T03:16:26Z,False,,2026-02-18T05:14:20Z
48263,raquelmsmith,aspicer,APPROVED,2026-02-21T07:24:41Z,False,,2026-02-18T05:14:20Z
48826,ksvat,TueHaulund,APPROVED,2026-02-23T21:11:13Z,True,2026-02-23T21:16:37Z,2026-02-23T20:51:44Z
48259,rodrigoi,greptile-apps,COMMENTED,2026-02-18T03:58:25Z,True,2026-02-23T21:13:37Z,2026-02-18T03:37:11Z
48259,rodrigoi,rodrigoi,COMMENTED,2026-02-18T04:37:39Z,True,2026-02-23T21:13:37Z,2026-02-18T03:37:11Z
48259,rodrigoi,mp-hog,APPROVED,2026-02-18T07:42:44Z,True,2026-02-23T21:13:37Z,2026-02-18T03:37:11Z
48259,rodrigoi,jurajmajerik,APPROVED,2026-02-19T12:18:57Z,True,2026-02-23T21:13:37Z,2026-02-18T03:37:11Z
48259,rodrigoi,graphite-app,COMMENTED,2026-02-20T22:20:46Z,True,2026-02-23T21:13:37Z,2026-02-18T03:37:11Z
48259,rodrigoi,rodrigoi,COMMENTED,2026-02-23T15:10:12Z,True,2026-02-23T21:13:37Z,2026-02-18T03:37:11Z
47729,masylum,greptile-apps,COMMENTED,2026-02-12T14:46:35Z,False,,2026-02-12T14:42:55Z
47729,masylum,graphite-app,COMMENTED,2026-02-12T14:52:16Z,False,,2026-02-12T14:42:55Z
48819,Radu-Raicea,dmarticus,APPROVED,2026-02-23T20:24:26Z,True,2026-02-23T20:38:49Z,2026-02-23T20:15:04Z
48822,fercgomes,greptile-apps,COMMENTED,2026-02-23T20:31:06Z,True,2026-02-23T20:59:42Z,2026-02-23T20:27:02Z
48822,fercgomes,MattBro,APPROVED,2026-02-23T20:44:24Z,True,2026-02-23T20:59:42Z,2026-02-23T20:27:02Z
48822,fercgomes,MattBro,COMMENTED,2026-02-23T20:45:31Z,True,2026-02-23T20:59:42Z,2026-02-23T20:27:02Z
48520,pauldambra,greptile-apps,COMMENTED,2026-02-23T20:31:51Z,True,2026-02-23T20:58:37Z,2026-02-19T20:53:20Z
48520,pauldambra,copilot-pull-request-reviewer,COMMENTED,2026-02-23T20:33:43Z,True,2026-02-23T20:58:37Z,2026-02-19T20:53:20Z
48520,pauldambra,ablaszkiewicz,APPROVED,2026-02-23T20:54:07Z,True,2026-02-23T20:58:37Z,2026-02-19T20:53:20Z
48823,MattBro,greptile-apps,COMMENTED,2026-02-23T20:34:57Z,True,2026-02-23T20:56:51Z,2026-02-23T20:33:19Z
48823,MattBro,fercgomes,APPROVED,2026-02-23T20:38:30Z,True,2026-02-23T20:56:51Z,2026-02-23T20:33:19Z
