pr_number,pr_title,pr_url,state,created_at,updated_at,closed_at,merged_at,merged,additions,deletions,changed_files,author_login,labels,review_count_reported
48695,fix: improve Grafana MCP wrapper error messages for common failures,https://github.com/PostHog/posthog/pull/48695,MERGED,2026-02-23T05:11:05Z,2026-02-23T16:42:51Z,2026-02-23T16:42:49Z,2026-02-23T16:42:49Z,True,11,3,1,haacked,,3
47812,chore(frontend): include status code and endpoint in API errors,https://github.com/PostHog/posthog/pull/47812,MERGED,2026-02-12T23:06:45Z,2026-02-23T16:41:56Z,2026-02-23T16:41:55Z,2026-02-23T16:41:54Z,True,6,1,1,christiaan-ph,stale,1
48758,fix: add edit mode URL parameter to feature flag editor,https://github.com/PostHog/posthog/pull/48758,MERGED,2026-02-23T15:00:11Z,2026-02-23T16:40:17Z,2026-02-23T16:34:41Z,2026-02-23T16:34:41Z,True,4,11,2,pauldambra,,2
48771,fix(test): update API docs warnings snapshot,https://github.com/PostHog/posthog/pull/48771,OPEN,2026-02-23T16:09:39Z,2026-02-23T16:34:55Z,,,False,1,0,1,mendral-app,,0
48751,fix(endpoints): materialized endpoint execution now uses original hogql query limit,https://github.com/PostHog/posthog/pull/48751,MERGED,2026-02-23T14:21:45Z,2026-02-23T16:34:25Z,2026-02-23T16:34:23Z,2026-02-23T16:34:23Z,True,74,15,2,sakce,,1
48772,chore: Publish kafka-assigner image,https://github.com/PostHog/posthog/pull/48772,MERGED,2026-02-23T16:09:57Z,2026-02-23T16:33:41Z,2026-02-23T16:33:38Z,2026-02-23T16:33:38Z,True,8,0,1,jose-sequeira,,2
48646,feat(sig): add llm evals as a signal source,https://github.com/PostHog/posthog/pull/48646,MERGED,2026-02-20T22:30:14Z,2026-02-23T16:32:33Z,2026-02-23T16:15:08Z,2026-02-23T16:15:08Z,True,419,19,15,oliverb123,,11
48764,fix(ph-ai): format upsert dashboard dangerous op message,https://github.com/PostHog/posthog/pull/48764,MERGED,2026-02-23T15:36:44Z,2026-02-23T16:29:53Z,2026-02-23T16:29:51Z,2026-02-23T16:29:51Z,True,41,9,6,kappa90,,1
48763,fix(signals): Avoid JSON serialization problems.,https://github.com/PostHog/posthog/pull/48763,MERGED,2026-02-23T15:31:20Z,2026-02-23T16:29:21Z,2026-02-23T16:29:19Z,2026-02-23T16:29:19Z,True,66,13,6,sortafreel,,2
48700,fix(cdp): ipv6 validation ,https://github.com/PostHog/posthog/pull/48700,MERGED,2026-02-23T09:37:05Z,2026-02-23T16:28:49Z,2026-02-23T16:28:47Z,2026-02-23T16:28:47Z,True,106,3,4,meikelmosby,,4
47457,chore(flags): decouple large flag processing with rayon,https://github.com/PostHog/posthog/pull/47457,MERGED,2026-02-10T13:09:36Z,2026-02-23T16:28:08Z,2026-02-23T16:28:06Z,2026-02-23T16:28:06Z,True,902,26,16,matheus-vb,,3
47857,fix(insights): align compare data point counts across DST ,https://github.com/PostHog/posthog/pull/47857,CLOSED,2026-02-13T10:45:42Z,2026-02-23T16:25:47Z,2026-02-23T16:25:47Z,,False,183,4,6,christiaan-ph,,0
48769,fix(llma): use input.type instead of workflow.info() in metric interceptors,https://github.com/PostHog/posthog/pull/48769,CLOSED,2026-02-23T15:57:00Z,2026-02-23T16:25:26Z,2026-02-23T16:17:14Z,,False,8,17,5,andrewm4894,team/llm-analytics,0
47556,feat(cdp): add internal API authentication for django routes,https://github.com/PostHog/posthog/pull/47556,MERGED,2026-02-11T00:24:39Z,2026-02-23T16:18:43Z,2026-02-23T16:18:39Z,2026-02-23T16:18:39Z,True,276,4,10,havenbarnes,,8
48686,"Fix #48399: Managed reverse proxy status sometimes doesn't update from """,https://github.com/PostHog/posthog/pull/48686,OPEN,2026-02-22T16:16:52Z,2026-02-23T16:17:55Z,,,False,0,18,1,danielalanbates,,0
48521,feat(hogql): cte column name list,https://github.com/PostHog/posthog/pull/48521,OPEN,2026-02-19T20:57:56Z,2026-02-23T16:08:10Z,,,False,3274,2855,20,georgemunyoro,,2
47191,fix: URL-encode next_url in verify_email redirect to preserve OAuth query params,https://github.com/PostHog/posthog/pull/47191,MERGED,2026-02-06T21:53:11Z,2026-02-23T16:06:55Z,2026-02-23T16:06:53Z,2026-02-23T16:06:53Z,True,46,13,3,MattBro,stale,4
48712,fix(data-warehouse): set SSL enforcement cutoff date to deployment date,https://github.com/PostHog/posthog/pull/48712,MERGED,2026-02-23T10:57:14Z,2026-02-23T15:56:23Z,2026-02-23T15:56:22Z,2026-02-23T15:56:21Z,True,2,2,2,estefaniarabadan,,1
48768,chore(deps): bump the cargo group across 1 directory with 3 updates,https://github.com/PostHog/posthog/pull/48768,OPEN,2026-02-23T15:52:08Z,2026-02-23T15:52:12Z,,,False,45,66,5,dependabot,dependencies|rust,0
48025,chore(deps): bump the cargo group across 1 directory with 9 updates,https://github.com/PostHog/posthog/pull/48025,CLOSED,2026-02-16T09:29:44Z,2026-02-23T15:52:04Z,2026-02-23T15:52:01Z,,False,129,236,6,dependabot,dependencies|rust,0
48406,feat(ux): sidepanel => context panel,https://github.com/PostHog/posthog/pull/48406,OPEN,2026-02-19T06:35:21Z,2026-02-23T15:45:17Z,,,False,534,1688,609,adamleithp,,5
48562,feat: Kafka Assigner PoC,https://github.com/PostHog/posthog/pull/48562,MERGED,2026-02-20T09:39:06Z,2026-02-23T15:45:08Z,2026-02-23T15:45:05Z,2026-02-23T15:45:05Z,True,6126,1779,31,jose-sequeira,,1
48597,fix(roles): make renaming roles case sensitive,https://github.com/PostHog/posthog/pull/48597,MERGED,2026-02-20T13:53:10Z,2026-02-23T15:44:23Z,2026-02-23T15:44:21Z,2026-02-23T15:44:21Z,True,28,1,3,ReeceJones,,1
48755,chore(err): quick cymbal fixes,https://github.com/PostHog/posthog/pull/48755,MERGED,2026-02-23T14:45:27Z,2026-02-23T15:41:01Z,2026-02-23T15:40:59Z,2026-02-23T15:40:59Z,True,18,8,5,hpouillot,,1
48531,chore(session-replay): add lib version monitor step,https://github.com/PostHog/posthog/pull/48531,MERGED,2026-02-19T22:14:35Z,2026-02-23T15:40:46Z,2026-02-23T15:40:44Z,2026-02-23T15:40:44Z,True,369,241,12,z0br0wn,,10
48441,test(signals): Add SignalSourceConfig API tests,https://github.com/PostHog/posthog/pull/48441,MERGED,2026-02-19T12:12:25Z,2026-02-23T15:38:12Z,2026-02-23T15:38:10Z,2026-02-23T15:38:10Z,True,292,0,2,Twixes,,2
48704,fix(alerts): centralise transient ClickHouse errors and add retries,https://github.com/PostHog/posthog/pull/48704,OPEN,2026-02-23T10:11:15Z,2026-02-23T15:37:16Z,,,False,25,9,4,vdekrijger,,0
48036,feat(endpoints): enable soft-deletes on the endpoints product,https://github.com/PostHog/posthog/pull/48036,MERGED,2026-02-16T11:16:04Z,2026-02-23T15:36:10Z,2026-02-23T15:36:08Z,2026-02-23T15:36:08Z,True,108,31,7,sakce,,3
48759,fix: fix the tophog django query,https://github.com/PostHog/posthog/pull/48759,MERGED,2026-02-23T15:07:09Z,2026-02-23T15:30:09Z,2026-02-23T15:30:06Z,2026-02-23T15:30:06Z,True,404,62,6,pl,,3
48694,refactor(flags): consolidate local evaluation flag paths with batch support,https://github.com/PostHog/posthog/pull/48694,MERGED,2026-02-23T01:03:34Z,2026-02-23T15:28:48Z,2026-02-23T15:28:46Z,2026-02-23T15:28:46Z,True,279,503,3,haacked,,2
48533,feat(hogql): cte materialization hints,https://github.com/PostHog/posthog/pull/48533,OPEN,2026-02-19T22:31:58Z,2026-02-23T15:19:17Z,,,False,3595,3441,25,georgemunyoro,,3
48701,fix(alerts): treat empty query results as zero instead of erroring,https://github.com/PostHog/posthog/pull/48701,OPEN,2026-02-23T09:43:54Z,2026-02-23T15:18:30Z,,,False,77,6,4,vdekrijger,,1
48710,fix(alerts): auto-disable permanently broken alerts and notify via email,https://github.com/PostHog/posthog/pull/48710,OPEN,2026-02-23T10:52:43Z,2026-02-23T15:15:32Z,,,False,191,16,4,vdekrijger,,0
48753,fix(sig): use task scope in signal report endpoint,https://github.com/PostHog/posthog/pull/48753,MERGED,2026-02-23T14:40:27Z,2026-02-23T15:11:31Z,2026-02-23T15:11:29Z,2026-02-23T15:11:29Z,True,1,1,1,joshsny,,2
47110,feat(devex): query kind to url,https://github.com/PostHog/posthog/pull/47110,OPEN,2026-02-06T12:08:48Z,2026-02-23T15:10:42Z,,,False,204,83,68,mariusandra,,3
47086,fix(insights): redirect away from old data tables,https://github.com/PostHog/posthog/pull/47086,OPEN,2026-02-06T08:23:12Z,2026-02-23T15:10:40Z,,,False,77,17,9,mariusandra,,2
46792,Join with persons table to check for next_join for LIMIT ,https://github.com/PostHog/posthog/pull/46792,OPEN,2026-02-04T06:28:00Z,2026-02-23T15:10:36Z,,,False,2,0,1,grandhi02,,0
47757,feat(customer-analytics): Add last seen column to persons list,https://github.com/PostHog/posthog/pull/47757,MERGED,2026-02-12T17:13:05Z,2026-02-23T15:07:29Z,2026-02-23T15:07:26Z,2026-02-23T15:07:26Z,True,112,143,21,arthurdedeus,stale,9
48747,fix(signals): Avoid truncating summaries + Increase data pull period for Zendesk,https://github.com/PostHog/posthog/pull/48747,MERGED,2026-02-23T14:01:43Z,2026-02-23T15:05:50Z,2026-02-23T15:05:49Z,2026-02-23T15:05:49Z,True,10,5,3,sortafreel,,3
48756,New session,https://github.com/PostHog/posthog/pull/48756,CLOSED,2026-02-23T14:48:39Z,2026-02-23T15:12:35Z,2026-02-23T15:00:00Z,,False,1,0,1,pauldambra,,0
48714,fix(alerts): enable error notification emails,https://github.com/PostHog/posthog/pull/48714,OPEN,2026-02-23T11:07:30Z,2026-02-23T15:02:53Z,,,False,21,22,1,vdekrijger,,0
47819,feat(toolbar): add OAuth backend infrastructure,https://github.com/PostHog/posthog/pull/47819,MERGED,2026-02-13T00:01:08Z,2026-02-23T14:56:37Z,2026-02-23T14:56:33Z,2026-02-23T14:56:33Z,True,2080,17,24,fercgomes,,23
48745,fix(sig): import 90 days worth of data,https://github.com/PostHog/posthog/pull/48745,MERGED,2026-02-23T13:49:44Z,2026-02-23T14:55:53Z,2026-02-23T14:55:50Z,2026-02-23T14:55:50Z,True,2,2,1,oliverb123,,3
48184,feat(funnels): add plumbing for definition popover renderer,https://github.com/PostHog/posthog/pull/48184,MERGED,2026-02-17T14:46:05Z,2026-02-23T14:54:07Z,2026-02-23T14:54:06Z,2026-02-23T14:54:06Z,True,72,5,12,thmsobrmlr,,3
48617,feat: Add host to all temporal logger contexts,https://github.com/PostHog/posthog/pull/48617,CLOSED,2026-02-20T16:35:24Z,2026-02-23T14:51:07Z,2026-02-23T14:51:06Z,,False,5,0,2,tomasfarias,,2
48737,feat(phai): Track dashboard creation events from PostHog AI,https://github.com/PostHog/posthog/pull/48737,OPEN,2026-02-23T13:33:52Z,2026-02-23T14:48:07Z,,,False,107,0,2,vdekrijger,,0
48220,feat(sql-editor): update design and embed in endpoints,https://github.com/PostHog/posthog/pull/48220,MERGED,2026-02-17T18:20:15Z,2026-02-23T14:39:40Z,2026-02-23T14:39:39Z,2026-02-23T14:39:38Z,True,1209,902,32,mariusandra,,14
48750,chore: track dropped frames for all sessions,https://github.com/PostHog/posthog/pull/48750,MERGED,2026-02-23T14:20:17Z,2026-02-23T14:37:17Z,2026-02-23T14:37:15Z,2026-02-23T14:37:15Z,True,1,2,1,pauldambra,,1
48736,fix: prevent horizontal sql editor error msg overflow,https://github.com/PostHog/posthog/pull/48736,MERGED,2026-02-23T13:28:07Z,2026-02-23T14:35:17Z,2026-02-23T14:35:16Z,2026-02-23T14:35:16Z,True,6,2,2,sakce,,3
48752,feat(clickhouse): add kill switch tagging support,https://github.com/PostHog/posthog/pull/48752,OPEN,2026-02-23T14:30:02Z,2026-02-23T14:47:29Z,,,False,2,0,2,orian,,1
47770,fix(retention): aggregation multi line select,https://github.com/PostHog/posthog/pull/47770,MERGED,2026-02-12T18:40:29Z,2026-02-23T14:31:49Z,2026-02-23T14:31:47Z,2026-02-23T14:31:47Z,True,514,229,15,anirudhpillai,,4
48743,feat: open support tickets in different posthog tabs,https://github.com/PostHog/posthog/pull/48743,MERGED,2026-02-23T13:44:17Z,2026-02-23T14:21:34Z,2026-02-23T14:21:32Z,2026-02-23T14:21:31Z,True,22,3,1,veryayskiy,,3
48197,refactor: extract person processing into step,https://github.com/PostHog/posthog/pull/48197,MERGED,2026-02-17T16:02:12Z,2026-02-23T14:19:58Z,2026-02-23T14:19:56Z,2026-02-23T14:19:56Z,True,1613,1640,20,lmenezes,,10
48748,feat: add ingestion pipeline and lane labels,https://github.com/PostHog/posthog/pull/48748,MERGED,2026-02-23T14:05:11Z,2026-02-23T14:19:46Z,2026-02-23T14:19:43Z,2026-02-23T14:19:43Z,True,26,5,5,pl,,3
48746,fix(sig): fix broken module test,https://github.com/PostHog/posthog/pull/48746,MERGED,2026-02-23T13:52:54Z,2026-02-23T14:14:27Z,2026-02-23T14:14:25Z,2026-02-23T14:14:25Z,True,1,0,1,oliverb123,,1
48057,chore(endpoints): add endpoint soft delete constraint,https://github.com/PostHog/posthog/pull/48057,MERGED,2026-02-16T13:02:04Z,2026-02-23T14:05:34Z,2026-02-23T14:05:32Z,2026-02-23T14:05:32Z,True,37,1,3,sakce,,3
48741,fix(llma): increase cluster card color indicator width,https://github.com/PostHog/posthog/pull/48741,MERGED,2026-02-23T13:41:55Z,2026-02-23T14:02:18Z,2026-02-23T14:02:17Z,2026-02-23T14:02:17Z,True,1,1,1,andrewm4894,team/llm-analytics,1
48744,fix(data-warehouse): handle deleted schema gracefully in pipeline post-run operations,https://github.com/PostHog/posthog/pull/48744,CLOSED,2026-02-23T13:45:02Z,2026-02-23T14:01:48Z,2026-02-23T14:01:48Z,,False,22,6,1,posthog,,1
48739,fix(test): Update integrity test,https://github.com/PostHog/posthog/pull/48739,OPEN,2026-02-23T13:34:56Z,2026-02-23T13:57:26Z,,,False,1,0,1,mendral-app,,0
48735,feat: save draft state in support when move between tabs,https://github.com/PostHog/posthog/pull/48735,MERGED,2026-02-23T13:12:55Z,2026-02-23T13:45:44Z,2026-02-23T13:45:42Z,2026-02-23T13:45:42Z,True,90,5,4,veryayskiy,,3
48740,"chore: revert ""feat(web-analytics): use single column layout below laptop resolution""",https://github.com/PostHog/posthog/pull/48740,MERGED,2026-02-23T13:37:50Z,2026-02-23T13:42:35Z,2026-02-23T13:39:56Z,2026-02-23T13:39:56Z,True,52,75,12,lricoy,,2
47035,feat(workflows): add survey trigger type,https://github.com/PostHog/posthog/pull/47035,OPEN,2026-02-05T20:19:10Z,2026-02-23T13:39:29Z,,,False,932,20,11,fercgomes,,20
47060,feat: add intellisense helpers for surveys,https://github.com/PostHog/posthog/pull/47060,OPEN,2026-02-05T22:48:39Z,2026-02-23T13:39:04Z,,,False,412,66,10,fercgomes,,11
47513,feat(nodejs): implement TopHog,https://github.com/PostHog/posthog/pull/47513,MERGED,2026-02-10T17:45:22Z,2026-02-23T13:31:03Z,2026-02-23T13:31:00Z,2026-02-23T13:31:00Z,True,1753,9,14,pl,stale,3
48732,fix(signals): add ai_product property to signals tracking events,https://github.com/PostHog/posthog/pull/48732,MERGED,2026-02-23T13:04:35Z,2026-02-23T13:26:57Z,2026-02-23T13:26:55Z,2026-02-23T13:26:55Z,True,5,0,2,skoob13,,2
48644,feat(llma): add team_id to Temporal error tracking for LLM analytics workflows,https://github.com/PostHog/posthog/pull/48644,MERGED,2026-02-20T21:29:58Z,2026-02-23T13:25:36Z,2026-02-23T13:25:34Z,2026-02-23T13:25:34Z,True,133,23,4,Radu-Raicea,,2
48725,feat(sig): deleting signal reports and signals,https://github.com/PostHog/posthog/pull/48725,MERGED,2026-02-23T12:43:36Z,2026-02-23T13:24:43Z,2026-02-23T13:24:41Z,2026-02-23T13:24:41Z,True,122,5,6,oliverb123,,3
48733,feat(insights): Correct docs links for inline events,https://github.com/PostHog/posthog/pull/48733,MERGED,2026-02-23T13:04:46Z,2026-02-23T13:24:16Z,2026-02-23T13:24:14Z,2026-02-23T13:24:14Z,True,7,1,2,gesh,,1
48731,"fix(signals): Use structlog, add more logs",https://github.com/PostHog/posthog/pull/48731,MERGED,2026-02-23T13:02:50Z,2026-02-23T13:23:21Z,2026-02-23T13:23:20Z,2026-02-23T13:23:20Z,True,55,43,1,sortafreel,,2
48726,fix: remove sideIcon prop from AI analysis generate button,https://github.com/PostHog/posthog/pull/48726,MERGED,2026-02-23T12:47:58Z,2026-02-23T13:20:22Z,2026-02-23T13:20:21Z,2026-02-23T13:20:21Z,True,1,0,1,adamleithp,,1
48056,chore(endpoints): add soft-delete schema fields,https://github.com/PostHog/posthog/pull/48056,MERGED,2026-02-16T13:02:02Z,2026-02-23T13:17:13Z,2026-02-23T13:17:10Z,2026-02-23T13:17:10Z,True,30,9,4,sakce,,5
48476,feat: Add Dagster Health Check Framework,https://github.com/PostHog/posthog/pull/48476,OPEN,2026-02-19T16:53:51Z,2026-02-23T13:17:07Z,,,False,1185,1,17,jordanm-posthog,,3
48561,feat: abstract etcd assignment logic into separate crate,https://github.com/PostHog/posthog/pull/48561,MERGED,2026-02-20T09:29:31Z,2026-02-23T13:16:47Z,2026-02-23T13:16:45Z,2026-02-23T13:16:44Z,True,727,588,20,jose-sequeira,,3
48720,fix(llma): render bracket-prefixed text as plain text instead of empty JSON,https://github.com/PostHog/posthog/pull/48720,MERGED,2026-02-23T12:11:52Z,2026-02-23T13:14:00Z,2026-02-23T13:13:59Z,2026-02-23T13:13:59Z,True,73,0,3,andrewm4894,bug|team/llm-analytics,3
47509,fix(Dashboard): Dashboard delete results in Home Not found,https://github.com/PostHog/posthog/pull/47509,MERGED,2026-02-10T17:13:19Z,2026-02-23T13:05:58Z,2026-02-11T16:25:30Z,2026-02-11T16:25:30Z,True,124,0,7,sampennington,,3
48696,feat(dwh): intercom source,https://github.com/PostHog/posthog/pull/48696,OPEN,2026-02-23T08:32:58Z,2026-02-23T13:05:09Z,,,False,423,5,4,MarconLP,,0
48724,fix(signals): Improve resilience of fetch_segments,https://github.com/PostHog/posthog/pull/48724,MERGED,2026-02-23T12:40:54Z,2026-02-23T13:04:18Z,2026-02-23T13:04:15Z,2026-02-23T13:04:15Z,True,1,2,2,Twixes,,2
48728,fix(err): fix issue id overrides,https://github.com/PostHog/posthog/pull/48728,MERGED,2026-02-23T12:53:00Z,2026-02-23T13:01:50Z,2026-02-23T13:01:48Z,2026-02-23T13:01:48Z,True,1,1,1,hpouillot,,1
47610,Endpoint creation panel state,https://github.com/PostHog/posthog/pull/47610,CLOSED,2026-02-11T12:58:26Z,2026-02-23T12:59:20Z,2026-02-23T12:59:19Z,,False,6,4,1,sakce,stale,0
48718,feat(clickhouse): add kill switch for cluster overload protection,https://github.com/PostHog/posthog/pull/48718,MERGED,2026-02-23T11:56:51Z,2026-02-23T12:58:36Z,2026-02-23T12:58:35Z,2026-02-23T12:58:35Z,True,190,1,5,orian,,4
47897,chore: use InsightPicker in endpoints,https://github.com/PostHog/posthog/pull/47897,CLOSED,2026-02-13T14:56:52Z,2026-02-23T12:58:15Z,2026-02-23T12:58:15Z,,False,224,24,6,sakce,stale,0
47623,chore(endpoints): add soft-delete schema fields,https://github.com/PostHog/posthog/pull/47623,CLOSED,2026-02-11T15:01:09Z,2026-02-23T12:58:14Z,2026-02-23T12:58:14Z,,False,65,4,4,sakce,,2
48723,fix(sig): use task scope for signal report endpoints,https://github.com/PostHog/posthog/pull/48723,MERGED,2026-02-23T12:36:09Z,2026-02-23T12:57:34Z,2026-02-23T12:57:32Z,2026-02-23T12:57:32Z,True,2,2,1,joshsny,,2
47896,chore: extract generic InsightPicker component,https://github.com/PostHog/posthog/pull/47896,CLOSED,2026-02-13T14:56:50Z,2026-02-23T12:56:31Z,2026-02-23T12:56:31Z,,False,404,70,4,sakce,stale,0
47889,chore: insightPicker component for endpoints & dashboard,https://github.com/PostHog/posthog/pull/47889,CLOSED,2026-02-13T14:30:56Z,2026-02-23T12:56:21Z,2026-02-23T12:56:21Z,,False,628,94,10,sakce,stale,0
48719,fix(sig): wait for signal to be in CH before continuing,https://github.com/PostHog/posthog/pull/48719,MERGED,2026-02-23T12:00:44Z,2026-02-23T12:53:53Z,2026-02-23T12:53:50Z,2026-02-23T12:53:50Z,True,92,5,2,oliverb123,,4
48566,chore: add step to clean old / broken backups from S3,https://github.com/PostHog/posthog/pull/48566,MERGED,2026-02-20T10:36:27Z,2026-02-23T12:50:48Z,2026-02-23T12:50:47Z,2026-02-23T12:50:47Z,True,319,16,3,Daesgar,,1
48426,feat(signals): Signals source config backend,https://github.com/PostHog/posthog/pull/48426,MERGED,2026-02-19T10:47:32Z,2026-02-23T12:38:21Z,2026-02-23T12:38:19Z,2026-02-23T12:38:19Z,True,413,98,18,Twixes,,20
48699,fix(alerts): Add missing raise for unsupported config type,https://github.com/PostHog/posthog/pull/48699,OPEN,2026-02-23T09:26:03Z,2026-02-23T12:38:07Z,,,False,1,1,1,vdekrijger,,0
48716,refactor(err): load at most once,https://github.com/PostHog/posthog/pull/48716,MERGED,2026-02-23T11:35:44Z,2026-02-23T12:15:06Z,2026-02-23T12:15:03Z,2026-02-23T12:15:03Z,True,4,4,1,hpouillot,,1
48575,fix(experiments): prevent info panel from breaking to two rows too early,https://github.com/PostHog/posthog/pull/48575,MERGED,2026-02-20T11:54:09Z,2026-02-23T12:06:19Z,2026-02-23T12:06:18Z,2026-02-23T12:06:17Z,True,6,6,17,andehen,,1
48717,fix(ux): revert search placeholder to fade animation,https://github.com/PostHog/posthog/pull/48717,MERGED,2026-02-23T11:48:03Z,2026-02-23T12:02:46Z,2026-02-23T12:02:45Z,2026-02-23T12:02:45Z,True,24,7,1,adamleithp,,1
48619,fix(KEA): Kea exceptions,https://github.com/PostHog/posthog/pull/48619,MERGED,2026-02-20T16:59:29Z,2026-02-23T12:02:24Z,2026-02-23T12:02:22Z,2026-02-23T12:02:22Z,True,20,9,6,sampennington,,2
48668,feat: implement TopHog admin dashboard,https://github.com/PostHog/posthog/pull/48668,MERGED,2026-02-21T19:50:18Z,2026-02-23T11:56:29Z,2026-02-23T11:56:25Z,2026-02-23T11:56:25Z,True,563,1,10,pl,,5
48311,feat(settings): add OAuth applications section to organization settings,https://github.com/PostHog/posthog/pull/48311,OPEN,2026-02-18T13:46:49Z,2026-02-23T11:55:13Z,,,False,521,1,13,fercgomes,,3
48462,chore: Remove plugin scaffold,https://github.com/PostHog/posthog/pull/48462,MERGED,2026-02-19T15:24:22Z,2026-02-23T11:53:47Z,2026-02-23T11:53:45Z,2026-02-23T11:53:45Z,True,449,226,166,benjackwhite,,3
48475,chore(phai): sonnet 4.6,https://github.com/PostHog/posthog/pull/48475,MERGED,2026-02-19T16:53:08Z,2026-02-23T11:43:34Z,2026-02-23T11:14:19Z,2026-02-23T11:14:19Z,True,114,95,11,skoob13,,1
48715,fix(llma): pin libxmlsec1 version in LLM Analytics Dockerfile,https://github.com/PostHog/posthog/pull/48715,MERGED,2026-02-23T11:34:04Z,2026-02-23T11:41:54Z,2026-02-23T11:41:53Z,2026-02-23T11:41:53Z,True,5,5,1,andrewm4894,team/llm-analytics|build-llm-analytics-image,3
48698,chore(llma): Scatter plot explanation tooltip,https://github.com/PostHog/posthog/pull/48698,MERGED,2026-02-23T08:39:08Z,2026-02-23T11:20:06Z,2026-02-23T11:20:05Z,2026-02-23T11:20:05Z,True,37,1,1,andrewm4894,team/llm-analytics,3
48702,fix(session-recording): add load_all mode to fix JSON export with snapshot store,https://github.com/PostHog/posthog/pull/48702,MERGED,2026-02-23T09:56:20Z,2026-02-23T11:20:05Z,2026-02-23T11:20:03Z,2026-02-23T11:20:03Z,True,147,5,6,TueHaulund,,1
48713,fix(llma): remove trace query fallback for feedback view,https://github.com/PostHog/posthog/pull/48713,OPEN,2026-02-23T10:57:41Z,2026-02-23T11:18:39Z,,,False,19,27,3,richardsolomou,,1
48457,chore(err): fix cymbal processing,https://github.com/PostHog/posthog/pull/48457,MERGED,2026-02-19T13:49:18Z,2026-02-23T11:12:05Z,2026-02-23T11:12:01Z,2026-02-23T11:12:01Z,True,248,503,27,hpouillot,,4
48709,fix(signals): Check for proactive tasks on a team level instead of FF.,https://github.com/PostHog/posthog/pull/48709,MERGED,2026-02-23T10:32:26Z,2026-02-23T11:07:42Z,2026-02-23T11:07:40Z,2026-02-23T11:07:40Z,True,24,19,5,sortafreel,,5
48711,fix(ci): unset GITHUB_TOKEN extraheader before OpenAPI type push,https://github.com/PostHog/posthog/pull/48711,MERGED,2026-02-23T10:53:24Z,2026-02-23T11:03:15Z,2026-02-23T11:03:13Z,2026-02-23T11:03:13Z,True,4,0,1,webjunkie,,2
48358,feat(llma): add Hog code-based evaluation type,https://github.com/PostHog/posthog/pull/48358,OPEN,2026-02-18T19:00:37Z,2026-02-23T10:57:37Z,,,False,2754,130,46,andrewm4894,,10
48707,feat(retention): aggregation mode graph should show values,https://github.com/PostHog/posthog/pull/48707,MERGED,2026-02-23T10:25:28Z,2026-02-23T10:57:00Z,2026-02-23T10:35:54Z,2026-02-23T10:35:54Z,True,48,15,2,anirudhpillai,,1
48708,chore(deps): Update posthog-js to 1.352.1,https://github.com/PostHog/posthog/pull/48708,MERGED,2026-02-23T10:30:50Z,2026-02-23T10:43:16Z,2026-02-23T10:43:15Z,2026-02-23T10:43:15Z,True,19,19,2,posthog-js-upgrader,,1
48615,fix: Separate tracking stuff from Heartbeater,https://github.com/PostHog/posthog/pull/48615,MERGED,2026-02-20T16:18:15Z,2026-02-23T10:30:27Z,2026-02-23T10:30:25Z,2026-02-23T10:30:25Z,True,30,16,3,tomasfarias,,6
48612,fix(insights): fix action filter docs tooltips,https://github.com/PostHog/posthog/pull/48612,MERGED,2026-02-20T15:48:26Z,2026-02-23T10:13:15Z,2026-02-23T10:13:13Z,2026-02-23T10:13:12Z,True,4,26,1,gesh,,1
48327,feat(insights): support parsing false for percent stack line graphs,https://github.com/PostHog/posthog/pull/48327,OPEN,2026-02-18T15:40:49Z,2026-02-23T10:08:38Z,,,False,42,8,1,thmsobrmlr,,3
48555,fix(llma): stabilize trace loading and UI follow-up fixes,https://github.com/PostHog/posthog/pull/48555,MERGED,2026-02-20T08:39:28Z,2026-02-23T09:56:46Z,2026-02-23T09:56:43Z,2026-02-23T09:56:43Z,True,115,37,8,richardsolomou,,3
48538,feat(sig): report explorer UI,https://github.com/PostHog/posthog/pull/48538,MERGED,2026-02-19T23:03:25Z,2026-02-23T09:49:08Z,2026-02-23T09:49:06Z,2026-02-23T09:49:06Z,True,1758,152,14,oliverb123,,4
48582,feat(twig): add signal_report API scope,https://github.com/PostHog/posthog/pull/48582,OPEN,2026-02-20T12:40:48Z,2026-02-23T09:45:27Z,,,False,5,2,4,tatoalo,,0
48697,feat: adjust survey id,https://github.com/PostHog/posthog/pull/48697,MERGED,2026-02-23T08:37:17Z,2026-02-23T09:44:21Z,2026-02-23T09:44:20Z,2026-02-23T09:44:20Z,True,1,1,1,ablaszkiewicz,,2
48572,feat(replay): add filtering support to kiosk mode,https://github.com/PostHog/posthog/pull/48572,MERGED,2026-02-20T11:26:19Z,2026-02-23T09:41:11Z,2026-02-23T09:41:09Z,2026-02-23T09:41:09Z,True,300,38,6,TueHaulund,,3
47907,feat: Add dynamic dropdown options for quick filters,https://github.com/PostHog/posthog/pull/47907,OPEN,2026-02-13T16:10:26Z,2026-02-23T09:38:57Z,,,False,466,121,16,benjackwhite,,0
48608,fix(insights): reset insight state on navigate,https://github.com/PostHog/posthog/pull/48608,MERGED,2026-02-20T15:01:36Z,2026-02-23T09:11:21Z,2026-02-23T09:11:18Z,2026-02-23T09:11:18Z,True,50,1,2,sampennington,,2
